奕码·优化版 拆分表（hanzi-chai驱动，共8230字）
说明: 拆分中[xx]为PUA部件名；编码为三码全码；排名0=非top6000
------------------------------------------------------------
字	排名	频率	拆分	编码
筻	0	87	[竹头]·更·更	pkg
俍	0	86	亻·丶·艮	mzz
唼	0	86	口·立·女	jyg
拃	0	86	扌·乍·乍	hca
椆	0	86	木·[周字框]·[周字心]	sgi
氍	0	86	目·目·毛	kkp
筦	0	86	[竹头]·宀·[见字底]	ply
篥	0	86	[竹头]·覀·木	pvs
醑	0	86	酉·疋·[青字底]	phv
鳈	0	86	鱼·白·水	zgi
僬	0	85	亻·隹·灬	mob
咇	0	85	口·心·丿	jna
疰	0	85	疒·丶·王	kzv
鳘	0	85	[卧人]·母·鱼	ftz
黇	0	85	龷·[黄字底]·占	yhp
傺	0	84	亻·[祭字头]·示	mtq
稆	0	84	禾·口·口	wjj
粞	0	84	米·西·西	xgx
绖	0	84	纟·至·至	yri
莰	0	84	[贲字腰]·土·欠	bay
鬷	0	84	鬲·㐅·夊	fhr
慬	0	83	忄·革·二	qyt
玱	0	83	⺩·[全字头]·㔾	vkb
瑝	0	83	⺩·白·⺩	vgv
眵	0	83	目·夕·夕	ktt
纴	0	83	纟·壬·壬	ynr
𬶍	0	83	鱼·宀·匕	zlc
嘡	0	82	口·龸·土	jda
婻	0	82	女·十·[南字心]	gui
昤	0	82	日·令·令	dfl
毹	0	82	亼·[青字底]·毛	rvp
舴	0	82	舟·乍·乍	dca
驵	0	82	马·且·且	uuq
咍	0	81	口·厶·口	joj
炌	0	81	火·[全字头]·[乔字底]	xkl
碹	0	81	石·宀·旦	ulv
祲	0	81	礻·彐·又	rur
蒎	0	81	[落字框]·[反字框]·[旅下角]	cac
隃	0	81	阝·亼·刂	zrx
桯	0	80	木·口·⺩	sjv
猃	0	80	犭·亼·[应字心]	lrd
蹁	0	80	[足旁]·户·[扁字心]	rrg
棁	0	79	木·[兑字头]·[见字底]	sqy
澭	0	79	氵·亠·隹	omo
瑂	0	79	⺩·[眉字框]·目	vtk
𨱇	0	79	钅·求·求	twq
𩾃	0	79	鱼·[免五]·[见字底]	zoy
𬣞	0	79	讠·宀·一	ile
梽	0	78	木·士·心	szn
荄	0	78	[贲字腰]·亥·亥	bzh
𪩘	0	78	山·十·犬	euz
垾	0	77	土·日·干	ade
慭	0	77	未·丷·心	nsn
蒇	0	77	[贲字腰]·戊·贝	bjq
藟	0	77	[贲字腰]·田·田	bbb
仳	0	76	亻·比·比	mzb
劂	0	76	厂·䒑·刂	asx
浭	0	76	氵·更·更	okg
矼	0	76	石·工·工	umg
筢	0	76	[竹头]·扌·巴	phv
聱	0	76	龶·[万无横]·耳	ppx
汈	0	75	氵·乚·一	owe
茺	0	75	[贲字腰]·[充字头]·[见字底]	bty
郚	0	75	五·口·阝	njz
惛	0	74	忄·[卬字旁]·日	qnd
栐	0	74	木·丶·[永无点]	szi
漴	0	74	氵·山·示	oeq
瘼	0	74	疒·莫·莫	kom
稂	0	74	禾·丶·艮	wzz
觭	0	74	角·大·可	ikn
轪	0	74	[车旁]·大·大	nkd
鼽	0	74	自·田·九	xbu
齉	0	74	自·田·[衣省]	xbc
戣	0	73	癶·天·戈	tgq
濋	0	73	氵·林·疋	oqh
煟	0	73	火·田·[青字底]	xbv
苠	0	73	[贲字腰]·民·民	bdm
菥	0	73	[贲字腰]·木·斤	bsl
蓇	0	73	[贲字腰]·骨·骨	bpg
鄃	0	73	亼·[青字底]·阝	rvz
㭎	0	72	木·冂·㐅	sgh
埵	0	72	土·千·二	ait
嵫	0	72	山·䒑·幺	esj
昡	0	72	日·亠·幺	dmj
爟	0	72	火·[贲字腰]·隹	xbo
猺	0	72	犭·爫·缶	lfb
珒	0	72	⺩·聿·聿	vcv
褕	0	72	衤·亼·刂	frx
踣	0	72	[足旁]·立·口	ryj
轾	0	72	[车旁]·至·至	nri
埆	0	71	土·角·角	aij
漹	0	71	氵·正·灬	ocb
痃	0	71	疒·亠·幺	kmj
俙	0	70	亻·㐅·巾	mhf
墦	0	70	土·釆·田	arb
攉	0	70	扌·[雨头]·隹	hlo
斠	0	70	[寒字腰]·冂·斗	qgt
熻	0	70	火·合·羽	xqn
猇	0	70	犭·虍·几	lsw
嫽	0	69	女·大·小	gkh
珌	0	69	⺩·心·丿	vna
繄	0	69	匸·矢·糸	afz
辀	0	69	[车旁]·舟·舟	ndo
鲯	0	69	鱼·其·其	zgq
嚚	0	68	吅·臣·吅	pvp
圫	0	68	土·丿·七	aab
岊	0	68	巴·山·山	ves
洚	0	68	氵·夊·㐄	orz
溵	0	68	氵·[反字框]·殳	oab
邘	0	68	一·[于无横]·阝	euz
䲠	0	67	鱼·[春字头]·日	zpd
僇	0	67	亻·羽·彡	mnp
奡	0	67	[夏字头]·大·[乔字底]	tkl
庳	0	67	广·[卑六]·十	xbu
攽	0	67	八·刀·攵	tpy
觱	0	67	戊·[同字心]·角	jmi
轹	0	67	[车旁]·[乐二]·小	nnh
哳	0	66	口·扌·斤	jhl
桲	0	66	木·[索字头]·子	sry
浟	0	66	氵·[修字旁]·攵	omy
燋	0	66	火·隹·灬	xob
鬶	0	66	夫·见·鬲	xef
鳁	0	66	鱼·日·皿	zdr
鹲	0	66	[荧字头]·一·鸟	nel
儦	0	65	亻·鹿·灬	mdb
墚	0	65	土·氵·木	aos
帨	0	65	巾·[兑字头]·[见字底]	fqy
猰	0	65	犭·丰·大	lpk
耖	0	65	二·木·丿	tsa
舥	0	65	舟·巴·巴	dvb
诐	0	65	讠·皮·皮	isp
飔	0	65	[风省]·㐅·心	whn
俫	0	64	亻·未·丷	mns
熛	0	64	火·覀·示	xvq
疐	0	64	[索字头]·田·疋	rbh
筘	0	64	[竹头]·扌·口	phj
蹯	0	64	[足旁]·釆·田	rrb
睎	0	63	目·㐅·巾	khf
鞡	0	63	革·扌·立	yhy
魆	0	63	[鬼无厶]·厶·戉	boj
鲺	0	63	鱼·乚·虫	zwc
枲	0	62	厶·口·木	ojs
毵	0	62	厶·大·毛	okp
珷	0	62	⺩·一·[止旁]	vek
靸	0	62	革·及·及	ysj
厖	0	61	厂·[尤无折]·彡	acp
穜	0	61	禾·立·里	wyx
艅	0	61	舟·[全字头]·[余字底]	dkw
赆	0	61	贝·尸·[冬字底]	qtf
靰	0	61	革·兀·兀	ywu
萚	0	60	[贲字腰]·扌·[举字底]	bhh
儴	0	59	亻·[衣框]·[寒字腰]	mcq
嚆	0	59	口·[贲字腰]·高	jbi
埫	0	59	土·龸·口	adj
忳	0	59	忄·一·[屯无横]	qey
愐	0	59	忄·面·面	qlm
楒	0	59	木·田·心	sbn
糈	0	59	米·疋·[青字底]	xhv
踦	0	59	[足旁]·大·可	rkn
酏	0	59	酉·也·也	pdy
镩	0	59	钅·穴·中	twg
麀	0	59	鹿·匕·匕	dcb
嶦	0	58	山·[尔字头]·訁	eiw
滍	0	58	氵·屮·虫	oyc
滧	0	58	氵·六·攵	omy
飐	0	58	[风省]·㐅·占	whp
黪	0	58	黑·厶·彡	nop
𬶨	0	58	[即字旁]·旡·鱼	zaz
𬸦	0	58	方·[卧人]·鸟	ufl
堨	0	57	土·日·亾	ada
穟	0	57	禾·䒑·辶	wso
竫	0	57	立·[尔字头]·[争字底]	yic
𫘧	0	57	马·[录字头]·氺	uui
埯	0	56	土·大·电	akj
嫕	0	56	女·匸·心	gan
恝	0	56	丰·刀·心	ppn
慆	0	56	忄·爫·臼	qfz
蓰	0	56	[贲字腰]·彳·龰	bwh
趱	0	56	走·[告字头]·贝	fpq
擿	0	55	扌·[商字头]·辶	hyo
泙	0	55	氵·干·丷	oes
筶	0	55	[竹头]·[告字头]·口	ppj
耱	0	55	二·木·石	tsu
鹯	0	55	亠·回·鸟	mel
𬬮	0	55	钅·长·长	trc
劐	0	54	[贲字腰]·隹·刂	box
墈	0	54	土·其·力	agi
掭	0	54	扌·天·[恭字底]	hgh
汋	0	54	氵·勹·丶	ofz
眊	0	54	目·毛·毛	kpm
蘘	0	54	[贲字腰]·[衣框]·[寒字腰]	bcq
鸧	0	54	[全字头]·㔾·鸟	kbl
𬟽	0	54	虫·[东二]·小	cbh
岠	0	53	山·匸·[叚右角]	eaa
泜	0	53	氵·[卬字旁]·丶	onz
痦	0	53	疒·五·口	knj
荮	0	53	[贲字腰]·纟·寸	byp
躜	0	53	[足旁]·[告字头]·贝	rpq
鿏	0	53	钅·龶·夊	tpr
惝	0	52	忄·龸·口	qdj
淜	0	52	氵·月·月	ovv
芠	0	52	[贲字腰]·文·文	bcw
蔊	0	52	[贲字腰]·火·干	bxe
嶍	0	51	山·羽·白	eng
犏	0	51	牜·户·[扁字心]	frg
玡	0	51	⺩·牙·牙	vzy
裛	0	51	[衣框]·口·巴	cjv
詟	0	51	龙·訁·訁	uwy
𫚭	0	51	鱼·巛·[巤字底]	zey
澼	0	50	氵·尸·辛	otl
窊	0	50	穴·瓜·瓜	wag
耤	0	50	二·木·日	tsd
阽	0	50	阝·占·占	zpa
妭	0	49	女·[尤无折]·又	gcr
崒	0	49	山·亠·十	emu
愭	0	49	忄·耂·日	qqd
晪	0	49	日·[典字头]·[共字底]	dgt
烶	0	49	火·壬·廴	xnu
篚	0	49	[竹头]·匸·非	pad
茓	0	49	[贲字腰]·穴·穴	bwx
觖	0	49	角·[候右角]·人	iak
蹐	0	49	[足旁]·冫·[青字底]	rfv
鳛	0	49	鱼·羽·白	zng
鸼	0	49	舟·鸟·鸟	dln
麑	0	49	鹿·臼·[见字底]	dzy
𬘩	0	49	纟·壬·廴	ynu
槜	0	48	木·隹·乃	sov
炣	0	48	火·可·可	xnk
箢	0	48	[竹头]·宀·㔾	plb
糒	0	48	米·龷·[甬字底]	xyq
躞	0	48	[足旁]·訁·又	rwr
酅	0	48	山·隹·阝	eoz
醨	0	48	酉·亠·禸	pme
鹠	0	48	[留字头]·田·鸟	nbl
剅	0	47	豆·刂·刂	fxd
姱	0	47	女·大·丂	gkf
崡	0	47	山·乚·凵	ewk
矰	0	47	矢·[曾字头]·日	fqd
耇	0	47	耂·句·句	qvj
胲	0	47	月·亥·亥	vzh
椓	0	46	木·豕·丶	saz
礵	0	46	石·[雨头]·目	ulk
薢	0	46	[贲字腰]·角·牛	bip
𬀪	0	46	日·见·见	dej
傃	0	45	亻·龶·糸	mpz
墐	0	45	土·革·二	ayt
崌	0	45	山·尸·古	etn
疁	0	45	田·羽·彡	bnp
缞	0	45	纟·[衣框]·二	yct
伣	0	44	亻·见·见	mej
婍	0	44	女·大·可	gkn
岨	0	44	山·且·且	euq
杕	0	44	木·大·大	skd
棽	0	44	林·亽·乚	qfw
洴	0	44	氵·丷·开	osc
璒	0	44	⺩·癶·豆	vtf
耩	0	44	二·木·[里无日]	tsa
薸	0	44	[落字框]·覀·示	cvq
蜎	0	44	虫·口·[青字底]	cjv
觫	0	44	角·束·束	iks
坉	0	43	土·一·[屯无横]	aey
垙	0	43	土·[尚字头]·兀	adw
崶	0	43	山·圭·寸	eop
氆	0	43	毛·䒑·日	psd
玃	0	43	犭·目·又	lkr
祋	0	43	礻·殳·殳	rbs
耏	0	43	而·彡·彡	zps
莙	0	43	[贲字腰]·[聿三]·口	buj
蹾	0	43	[足旁]·[享字头]·攵	ruy
辌	0	43	[车旁]·[享字头]·小	nuh
遆	0	43	[帝字头]·巾·辶	yfo
鸤	0	43	尸·鸟·鸟	tln
昽	0	42	日·龙·龙	dul
瑖	0	42	⺩·[段字旁]·殳	vhb
瞫	0	42	目·覀·十	kvu
谫	0	42	讠·䒑·刀	isp
锧	0	42	钅·[反字框]·贝	taq
嵁	0	41	山·其·乚	egw
惙	0	41	忄·双·双	qvv
昣	0	41	日·[全字头]·彡	dkp
棬	0	41	木·龹·㔾	sxb
漤	0	41	氵·林·女	oqg
琈	0	41	⺩·爫·子	vfy
箖	0	41	[竹头]·林·林	pql
耰	0	41	二·木·夊	tsr
脎	0	41	月·㐅·朩	vhs
萳	0	41	[贲字腰]·十·[南字心]	bui
蒱	0	41	[贲字腰]·扌·甫	bhv
藦	0	41	[贲字腰]·广·手	bxh
镵	0	41	钅·[免五]·丶	toz
劁	0	40	隹·灬·刂	obx
哢	0	40	口·⺩·廾	jvh
牁	0	40	爿·可·可	enk
亸	0	39	[享字头]·子·十	uyu
冔	0	39	[冒字头]·口·[于无横]	dju
唣	0	39	口·白·七	jgb
嫜	0	39	女·音·十	gsu
涍	0	39	氵·耂·子	oqy
赇	0	39	贝·求·求	qwq
邿	0	39	寺·阝·阝	lzf
隩	0	39	阝·[向字框]·大	zqk
髽	0	39	髟·人·土	rka
𬍛	0	39	⺩·[乐二]·小	vnh
偭	0	38	亻·面·面	mlm
勠	0	38	羽·[全字头]·力	nki
崿	0	38	山·吅·丂	epf
弶	0	38	弓·[享字头]·小	luh
酦	0	38	酉·[发无又]·又	pyr
雊	0	38	句·隹·隹	vou
𬴂	0	38	马·非·非	udf
咡	0	37	口·耳·耳	jxe
圐	0	37	囗·罒·方	wdu
圙	0	37	囗·八·面	wtl
煓	0	37	火·山·而	xez
玞	0	37	⺩·夫·夫	vxf
耢	0	37	二·木·力	tsi
赒	0	37	贝·[周字框]·[周字心]	qgi
鄌	0	37	广·肀·阝	xqz
冱	0	36	冫·一·彑	feu
庤	0	36	广·寺·寺	xls
榅	0	36	木·日·皿	sdr
耠	0	36	二·木·合	tsq
茋	0	36	[贲字腰]·[卬字旁]·丶	bnz
𬘫	0	36	纟·宀·[见字底]	yly
啴	0	35	口·[兽字头]·十	jqu
噀	0	35	口·巳·八	jct
堧	0	35	土·而·大	azk
瀌	0	35	氵·鹿·灬	odb
珸	0	35	⺩·五·口	vnj
瞵	0	35	目·米·㐄	kxz
羓	0	35	[差字头]·巴·巴	ivb
薳	0	35	[贲字腰]·土·辶	bao
鲪	0	35	鱼·[聿三]·口	zuj
伈	0	34	亻·心·心	mnx
娵	0	34	女·耳·又	gxr
婤	0	34	女·[周字框]·[周字心]	ggi
榃	0	34	林·田·田	qbt
殣	0	34	歹·革·二	uyt
玿	0	34	⺩·召·召	vta
瑬	0	34	氵·[充字头]·玉	otp
鬒	0	34	髟·直·八	rnt
麖	0	34	鹿·[享字头]·小	duh
𬱟	0	34	[尔字头]·厂·页	iax
坋	0	33	土·八·刀	atp
堼	0	33	圭·寸·土	opa
旐	0	33	方·[卧人]·[飞无折]	uff
溚	0	33	氵·[贲字腰]·合	obq
滪	0	33	氵·予·页	obx
漋	0	33	氵·阝·生	ozt
蔈	0	33	[贲字腰]·覀·示	bvq
铻	0	33	钅·五·口	tnj
厾	0	32	乚·土·厶	wao
媓	0	32	女·白·⺩	ggv
嬥	0	32	女·羽·隹	gno
怊	0	32	忄·召·召	qta
暶	0	32	日·方·疋	duh
橑	0	32	木·大·小	skh
牚	0	32	龸·口·牙	djz
犋	0	32	牜·[具字头]·八	fut
珛	0	32	⺩·[左字框]·[青字底]	vcv
礞	0	32	石·[荧字头]·豕	una
莝	0	32	[贲字腰]·人·土	bka
葖	0	32	[贲字腰]·穴·犬	bwz
跱	0	32	[足旁]·寺·寺	rls
馌	0	32	饣·土·皿	nar
𬬱	0	32	钅·斤·斤	tlj
倴	0	31	亻·大·廾	mkh
凘	0	31	冫·其·斤	fgl
嫭	0	31	女·虍·[于无横]	gsu
嶒	0	31	山·[曾字头]·日	eqd
潖	0	31	氵·⺩·巴	ovv
灈	0	31	氵·目·隹	oko
珢	0	31	⺩·艮·艮	vzg
磹	0	31	石·覀·十	uvu
訄	0	31	九·訁·訁	uwy
𬩽	0	31	彐·寸·阝	upz
徛	0	30	彳·大·可	wkn
暵	0	30	日·廿·大	dyk
氇	0	30	毛·鱼·日	pzd
逴	0	30	[卢字头]·日·辶	pdo
铞	0	30	钅·口·巾	tjf
鼫	0	30	鼠·石·石	yus
𦈡	0	30	纟·[雨头]·而	ylz
淴	0	29	氵·勹·心	ofn
穄	0	29	禾·[祭字头]·示	wtq
窎	0	29	穴·鸟·鸟	wln
貆	0	29	豸·一·旦	iev
赗	0	29	贝·[冒字头]·目	qdk
饻	0	29	饣·衣·衣	nci
驲	0	29	马·日·日	udr
佁	0	28	亻·厶·口	moj
渰	0	28	氵·合·廾	oqh
焆	0	28	火·口·[青字底]	xjv
狺	0	28	犭·訁·訁	lwy
琔	0	28	⺩·宀·[定字底]	vlh
脶	0	28	月·口·内	vje
腯	0	28	月·[反字框]·目	vak
菍	0	28	[贲字腰]·亽·心	bfn
蟫	0	28	虫·覀·十	cvu
袗	0	28	衤·[全字头]·彡	fkp
鞳	0	28	革·[贲字腰]·合	ybq
𬭩	0	28	钅·八·羽	ttn
叇	0	27	云·[隶字框]·辶	tco
姽	0	27	女·[尔字头]·㔾	gib
揳	0	27	扌·丰·大	hpk
杄	0	27	木·千·千	siq
棤	0	27	木·龷·日	syd
歅	0	27	覀·土·欠	vay
溠	0	27	氵·[差字头]·工	oim
眍	0	27	目·匸·㐅	kah
糵	0	27	[贲字腰]·丿·米	bax
荙	0	27	[贲字腰]·大·辶	bko
蚆	0	27	虫·巴·巴	cvb
蛃	0	27	虫·一·内	cee
鄑	0	27	一·业·阝	elz
韨	0	27	韦·[尤无折]·又	lcr
勚	0	26	廿·乚·力	ywi
媱	0	26	女·爫·缶	gfb
峂	0	26	山·夊·[冬字底]	erf
帡	0	26	巾·丷·开	fsc
幖	0	26	巾·覀·示	fvq
弸	0	26	弓·月·月	lvv
悢	0	26	忄·丶·艮	qzz
狉	0	26	犭·不·一	lue
稑	0	26	禾·土·土	waa
蓏	0	26	[贲字腰]·瓜·瓜	baa
谼	0	26	谷·龷·八	uyt
踶	0	26	[足旁]·日·[定字底]	rdh
鹔	0	26	肀·[乔字底]·鸟	qll
鹙	0	26	禾·火·鸟	wxl
𫇭	0	26	[贲字腰]·丶·丶	bzz
𬸚	0	26	犭·讠·鸟	lil
伭	0	25	亻·亠·幺	mmj
澛	0	25	氵·鱼·日	ozd
璱	0	25	⺩·⺩·丿	vva
疭	0	25	疒·人·人	kkk
艴	0	25	弓·[乔字底]·巴	llv
葴	0	25	[贲字腰]·戊·[同字心]	bjm
诇	0	25	讠·冂·口	igj
辁	0	25	[车旁]·[全字头]·⺩	nkv
韂	0	25	革·[尔字头]·訁	yiw
鱽	0	25	鱼·刀·刀	zpd
鹒	0	25	广·[聿三]·鸟	xul
𬭎	0	25	钅·宀·厶	tlo
唝	0	24	口·工·贝	jmq
堲	0	24	[即字旁]·卩·土	zba
巇	0	24	山·虍·戈	esq
戭	0	24	宀·一·戈	leq
斶	0	24	斤·罒·虫	ldc
桊	0	24	龹·木·木	xsm
烻	0	24	火·丿·廴	xau
瑃	0	24	⺩·[春字头]·日	vpd
疢	0	24	疒·火·火	kxh
癗	0	24	疒·[雨头]·田	klb
皭	0	24	白·爫·寸	gfp
耥	0	24	二·木·口	tsj
艎	0	24	舟·白·⺩	dgv
薿	0	24	[贲字腰]·匕·疋	bch
虷	0	24	虫·干·干	ceg
馞	0	24	禾·日·子	wdy
𫓶	0	24	钅·口·[青字底]	tjv
𬭚	0	24	钅·[享字头]·子	tuy
匼	0	23	匸·合·合	aqh
呇	0	23	水·口·口	ijk
漦	0	23	未·攵·水	nyi
舠	0	23	舟·刀·刀	dpd
饳	0	23	饣·屮·凵	nyk
鹴	0	23	[雨头]·木·鸟	lsl
𣸣	0	23	氵·十·贝	ouq
儳	0	22	亻·[免五]·丶	moz
咉	0	22	口·[见二]·大	jgk
寁	0	22	宀·[妻字头]·龰	lch
弆	0	22	土·厶·廾	aoh
摏	0	22	扌·[春字头]·臼	hpz
烠	0	22	火·[左字框]·[青字底]	xcv
煁	0	22	火·其·乚	xgw
砠	0	22	石·且·且	uuq
磏	0	22	石·䒑·[兼无䒑无彐]	usl
螱	0	22	尸·示·虫	tqc
蹽	0	22	[足旁]·大·小	rkh
醾	0	22	酉·广·米	pxx
飗	0	22	[风省]·㐅·田	whb
𫘝	0	22	马·[候右角]·人	uak
𬇙	0	22	氵·贝·贝	oqb
𬶭	0	22	鱼·[祭字头]·示	ztq
䓨	0	21	[荧字头]·缶·缶	nbf
垏	0	21	土·聿·聿	acv
拤	0	21	扌·上·卜	hip
昈	0	21	日·户·户	drh
浕	0	21	氵·尸·[冬字底]	otf
硍	0	21	石·艮·艮	uzg
翂	0	21	羽·八·刀	ntp
觟	0	21	角·圭·圭	iog
蹜	0	21	[足旁]·宀·百	rld
龂	0	21	齿·斤·斤	ulj
䴘	0	20	[反字框]·虍·鸟	asl
䴙	0	20	尸·口·鸟	tjl
偡	0	20	亻·其·乚	mgw
凓	0	20	冫·覀·木	fvs
揕	0	20	扌·其·乚	hgw
朸	0	20	木·力·力	sil
桹	0	20	木·丶·艮	szz
榰	0	20	木·耂·日	sqd
洓	0	20	氵·朿·朿	otc
琟	0	20	⺩·隹·隹	vou
绤	0	20	纟·谷·谷	yug
茽	0	20	[贲字腰]·亻·中	bmg
𬘡	0	20	纟·囗·大	ywk
㧑	0	19	扌·丶·丶	hzz
冁	0	19	[兽字头]·十·[畏字底]	quc
塥	0	19	土·鬲·鬲	afg
戤	0	19	乃·又·戈	vrq
澽	0	19	氵·虍·豕	osa
牥	0	19	牜·方·方	fuf
睄	0	19	目·[尚字头]·[青字底]	kdv
罶	0	19	罒·[留字头]·田	dnb
铴	0	19	钅·氵·[横两撇]	toi
𬤊	0	19	讠·日·[定字底]	idh
剕	0	18	非·刂·刂	dxd
喤	0	18	口·白·⺩	jgv
婌	0	18	女·上·又	gir
嵲	0	18	山·自·木	exs
恓	0	18	忄·西·西	qgx
挦	0	18	扌·彐·寸	hup
搒	0	18	扌·[帝字头]·方	hyu
荓	0	18	[贲字腰]·丷·开	bsc
骦	0	18	马·[雨头]·目	ulk
鳤	0	18	鱼·[竹头]·㠯	zpp
𫘨	0	18	马·日·[定字底]	udh
𬤇	0	18	讠·覀·土	iva
𬨎	0	18	[车旁]·酋·酋	nnq
侴	0	17	亼·乚·刂	rwx
峱	0	17	犭·乚·山	lwe
忺	0	17	忄·欠·欠	qyq
漻	0	17	氵·羽·彡	onp
牿	0	17	牜·[告字头]·口	fpj
珇	0	17	⺩·且·且	vuq
碨	0	17	石·田·[畏字底]	ubc
翈	0	17	甲·羽·羽	dnv
翷	0	17	米·夕·羽	xtn
荁	0	17	[贲字腰]·一·旦	bev
袯	0	17	衤·[发无又]·又	fyr
褟	0	17	衤·日·羽	fdn
隺	0	17	冖·隹·隹	nou
𪨶	0	17	山·大·车	ekn
𪾢	0	17	目·见·见	kej
𫄨	0	17	纟·㐅·巾	yhf
𫮃	0	17	土·[兽字头]·十	aqu
𬤝	0	17	讠·二·心	itn
圢	0	16	土·丁·丁	aid
朳	0	16	木·八·八	stb
洘	0	16	氵·耂·丂	oqf
硊	0	16	石·[尔字头]·㔾	uib
腽	0	16	月·日·皿	vdr
蔃	0	16	[贲字腰]·弓·虫	blc
趑	0	16	走·冫·欠	ffy
𤩽	0	16	⺩·十·犬	vuz
𫞩	0	16	⺩·[贲字腰]·人	vbk
𬣙	0	16	讠·一·[于无横]	ieu
𬴊	0	16	马·米·㐄	uxz
垺	0	15	土·爫·子	afy
埪	0	15	土·穴·工	awm
摴	0	15	扌·[雨头]·丂	hlf
柖	0	15	木·召·召	sta
玤	0	15	⺩·丰·丰	vpf
珕	0	15	⺩·力·力	vii
瘭	0	15	疒·覀·示	kvq
稌	0	15	禾·[全字头]·[余字底]	wkw
笯	0	15	[竹头]·女·又	pgr
膙	0	15	月·弓·虫	vlc
苉	0	15	[贲字腰]·匸·[见字底]	bay
陧	0	15	阝·圼·圼	zxl
馝	0	15	禾·日·丿	wda
𫟹	0	15	钅·龷·八	tyt
𬬭	0	15	钅·[全字头]·匕	tkc
峗	0	14	山·[尔字头]·㔾	eib
嶟	0	14	山·酋·寸	enp
悈	0	14	忄·戈·廾	qqh
挓	0	14	扌·宀·七	hlb
梌	0	14	木·[全字头]·[余字底]	skw
瓀	0	14	⺩·[雨头]·而	vlz
禒	0	14	礻·彑·[豕省]	ruv
蹅	0	14	[足旁]·木·旦	rsv
鹐	0	14	[尔字头]·臼·鸟	izl
𣲗	0	14	氵·韦·韦	olw
𫄸	0	14	纟·千·黑	yin
𫷷	0	14	广·钅·欠	xty
剟	0	13	双·双·刂	vvx
噇	0	13	口·立·里	jyx
坽	0	13	土·令·令	afl
峿	0	13	山·五·口	enj
淟	0	13	氵·[典字头]·[共字底]	ogt
盷	0	13	目·勹·冫	kff
衃	0	13	丿·皿·不	aru
讻	0	13	讠·㐅·凵	ihk
靿	0	13	革·幺·力	yji
鹝	0	13	鬲·鸟·鸟	fln
鿍	0	13	土·夊·㐄	arz
𫓧	0	13	钅·夫·夫	txf
𬍡	0	13	氵·乚·玉	owp
𬸣	0	13	宀·[寒字腰]·鸟	lql
䌹	0	12	纟·冂·口	ygj
婫	0	12	女·日·比	gdz
孅	0	12	女·人·一	gke
峛	0	12	山·歹·刂	eux
晱	0	12	日·火·火	dxx
枅	0	12	木·开·开	sck
滫	0	12	氵·[修字旁]·[青字底]	omv
瀱	0	12	氵·罒·刂	odx
瘃	0	12	疒·豕·丶	kaz
砆	0	12	石·夫·夫	uxf
腨	0	12	月·山·而	vez
襚	0	12	衤·䒑·辶	fso
阘	0	12	门·日·羽	edn
鞧	0	12	革·酋·酋	ynq
骣	0	12	马·尸·子	uty
鲝	0	12	[差字头]·鱼·鱼	izv
𫗧	0	12	饣·束·束	nks
哃	0	11	口·冂·[同字心]	jgm
堾	0	11	土·[春字头]·日	apd
庱	0	11	广·土·夊	xar
椸	0	11	木·方·也	sud
溹	0	11	氵·[索字头]·糸	orz
瀔	0	11	氵·[彀字框无一]·禾	orw
砄	0	11	石·[候右角]·人	uak
竘	0	11	立·句·句	yvj
虸	0	11	虫·子·子	cyi
蜐	0	11	虫·土·力	cai
鞁	0	11	革·皮·皮	ysp
𫄧	0	11	纟·丿·廴	yau
𬘘	0	11	纟·冖·[见字底]	yny
𬬸	0	11	钅·木·丶	tsz
𬳿	0	11	马·[全字头]·[余字底]	ukw
䴖	0	10	龶·[青字底]·鸟	pvl
媂	0	10	女·[帝字头]·巾	gyf
旞	0	10	方·[卧人]·辶	ufo
畖	0	10	田·瓜·瓜	bag
碃	0	10	石·龶·[青字底]	upv
簝	0	10	[竹头]·大·小	pkh
胈	0	10	月·[尤无折]·又	vcr
衠	0	10	行·直·八	ent
𬣳	0	10	讠·艮·艮	izg
𬭁	0	10	钅·母·母	ttm
𬭼	0	10	钅·䒑·辶	tso
䲟	0	9	鱼·[卬字旁]·卩	znb
坒	0	9	比·土·土	zat
坥	0	9	土·且·且	auq
堐	0	9	土·厂·圭	aao
筤	0	9	[竹头]·丶·艮	pzz
簉	0	9	[竹头]·[告字头]·辶	ppo
脟	0	9	月·爫·寸	vfp
𫐄	0	9	[车旁]·兀·兀	nwu
𬇕	0	9	氵·一·[万无横]	oep
𬭸	0	9	钅·米·㐄	txz
𬳶	0	9	马·冂·口	ugj
䗖	0	8	虫·[带无巾]·巾	cnf
圲	0	8	土·千·千	aiq
扊	0	8	户·火·火	rxx
枍	0	8	木·八·丂	stf
浲	0	8	氵·夊·丰	orp
瑓	0	8	⺩·束·丷	vks
纼	0	8	纟·弓·丨	yld
腒	0	8	月·尸·古	vtn
蟏	0	8	虫·[贲字腰]·八	cbt
馧	0	8	禾·日·皿	wdr
齇	0	8	自·田·且	xbu
鿎	0	8	石·大·辶	uko
𨱏	0	8	钅·[贲字腰]·合	tbq
𫖳	0	8	[聿三]·丿·页	uax
𫘦	0	8	马·勹·缶	ufb
𬬩	0	8	钅·弋·弋	tai
𬶮	0	8	鱼·壴·口	zzj
䴕	0	7	歹·刂·鸟	uxl
媆	0	7	女·而·大	gzk
扅	0	7	户·夕·夕	rtt
