warning: The `fitz` API is deprecated and will be removed in future. Use `import pymupdf` instead.
(133.9, 432.1, '\ue0d9\ue059', 3.9)
(133.9, 443.9, '\ue18e', 3.9)
(133.9, 482.4, '\ue432\ue431\ue0b4', 3.9)
(141.0, 97.2, '寺', 5.9)
(141.0, 205.6, '穴', 5.9)
(141.0, 217.4, '又', 5.9)
(141.0, 313.9, '卯', 5.9)
(141.0, 422.3, '戊', 5.9)
(141.0, 530.6, '亠', 5.9)
(141.0, 542.5, '壴', 5.9)
(141.0, 554.3, '亡', 5.9)
(141.8, 103.1, 's', 4.9)
(141.8, 211.5, 'x', 4.9)
(141.8, 227.2, 'y', 4.9)
(141.8, 331.6, 'm', 4.9)
(141.8, 436.1, 'u', 4.9)
(141.8, 536.5, 't', 4.9)
(141.8, 548.4, 'u', 4.9)
(141.8, 568.1, 'w', 4.9)
(142.7, 432.1, '戉', 3.9)
(142.7, 560.2, '亾', 3.9)
(142.7, 564.1, '兦', 3.9)
(142.8, 223.3, '\ue434', 3.9)
(142.8, 319.8, '\ue057\ue40c\ue8d9', 3.9)
(142.8, 428.2, '\ue0ad', 3.9)
(149.8, 313.9, '片', 5.9)
(149.8, 345.4, '曲', 5.9)
(149.8, 422.3, '羊', 5.9)
(149.8, 530.6, '未', 5.9)
(149.8, 542.5, '行', 5.9)
(150.7, 339.5, 'p', 4.9)
(150.7, 351.4, 'q', 4.9)
(150.7, 443.9, 'y', 4.9)
(150.7, 536.5, 'w', 4.9)
(150.7, 548.4, 'x', 4.9)
(151.6, 319.8, '\ue0e1', 3.9)
(151.6, 323.8, '丬', 3.9)
(151.6, 327.7, '爿', 3.9)
(151.6, 331.6, '\ue0e0\ue012', 3.9)
(151.6, 428.2, '\ue042\ue016\ue093\ue113', 3.9)
(158.7, 313.9, '鼠', 5.9)
(158.7, 422.3, '言', 5.9)
(159.6, 331.6, 's', 4.9)
(159.6, 436.1, 'y', 4.9)
(160.4, 327.7, '鼡', 3.9)
(160.4, 428.2, '讠', 3.9)
(160.4, 432.1, '訁', 3.9)
(160.5, 319.8, '\ue0e2\ue959', 3.9)
(167.6, 313.9, '纟', 5.9)
(167.6, 337.6, '乡', 5.9)
(168.4, 331.6, 's', 4.9)
(168.4, 343.5, 'x', 4.9)
(169.3, 319.8, '糸', 3.9)
(169.3, 327.7, '糹', 3.9)
(169.4, 323.8, '\ue023', 3.9)
(176.4, 329.7, '幺', 5.9)
(176.5, 313.9, '\ue916', 5.9)
(177.3, 323.8, 'y', 4.9)
(177.3, 335.6, 'y', 4.9)
(178.2, 319.8, '\ue045', 3.9)
(193.2, 70.1, 'A', 7.9)
(193.2, 124.3, 'S', 7.9)
(193.2, 178.5, 'D', 7.9)
(193.2, 232.6, 'F', 7.9)
(193.2, 286.8, 'G', 7.9)
(193.2, 341.0, 'H', 7.9)
(193.2, 395.2, 'J', 7.9)
(193.2, 449.4, 'K', 7.9)
(193.2, 503.5, 'L', 7.9)
(205.0, 70.1, '齿', 5.9)
(205.0, 81.9, '豆', 5.9)
(205.0, 93.7, '者', 5.9)
(205.0, 124.3, '丷', 5.9)
(205.0, 140.0, '黑', 5.9)
(205.0, 155.8, '句', 5.9)
(205.0, 178.5, '龸', 5.9)
(205.0, 232.6, '冫', 5.9)
(205.0, 252.3, '勹', 5.9)
(205.0, 302.6, '川', 5.9)
(205.0, 341.0, '卜', 5.9)
(205.0, 356.8, '而', 5.9)
(205.0, 395.2, '不', 5.9)
(205.0, 407.0, '屮', 5.9)
(205.0, 449.4, '彳', 5.9)
(205.0, 469.1, '大', 5.9)
(205.0, 503.5, '占', 5.9)
(205.0, 515.4, '宀', 5.9)
(205.0, 527.2, '斗', 5.9)
(205.1, 286.8, '\ue069', 5.9)
(205.9, 76.0, 'c', 4.9)
(205.9, 87.8, 'd', 4.9)
(205.9, 103.6, 'e', 4.9)
(205.9, 134.1, 'b', 4.9)
(205.9, 149.9, 'h', 4.9)
(205.9, 161.7, 'j', 4.9)
(205.9, 204.1, 'd', 4.9)
(205.9, 246.4, 'b', 4.9)
(205.9, 258.3, 'b', 4.9)
(205.9, 296.7, 'b', 4.9)
(205.9, 320.3, 'c', 4.9)
(205.9, 350.9, 'b', 4.9)
(205.9, 362.7, 'e', 4.9)
(205.9, 401.1, 'b', 4.9)
(205.9, 428.7, 'c', 4.9)
(205.9, 463.2, 'c', 4.9)
(205.9, 478.9, 'd', 4.9)
(205.9, 509.5, 'a', 4.9)
(205.9, 521.3, 'b', 4.9)
(205.9, 537.0, 'd', 4.9)
(206.7, 99.7, '耂', 3.9)
(206.7, 130.2, '䒑', 3.9)
(206.7, 146.0, '黒', 3.9)
(206.7, 308.5, '巛巜', 3.9)
(206.7, 416.9, '䶹', 3.9)
(206.7, 459.2, '亍', 3.9)
(206.7, 533.1, '鬥', 3.9)
(206.8, 184.4, '\ue815\ue03e\ue42d\ue448\ue046', 3.9)
(206.8, 238.6, '\ue088\ue00d', 3.9)
(206.8, 292.7, '\ue0ed', 3.9)
(206.8, 316.4, '\ue07f', 3.9)
(206.8, 346.9, '\ue018', 3.9)
(206.8, 412.9, '\ue092', 3.9)
(206.8, 420.8, '\ue04e\ue0fd', 3.9)
(206.8, 455.3, '\ue824', 3.9)
(206.8, 475.0, '\ue043', 3.9)
(213.9, 70.1, '瓜', 5.9)
(213.9, 81.9, '已', 5.9)
(213.9, 93.7, '己', 5.9)
(213.9, 140.0, '木', 5.9)
(213.9, 178.5, '骨', 5.9)
(213.9, 194.2, '吅', 5.9)
(213.9, 232.6, '耳', 5.9)
